text,label,source
قالت الصين إنها أعفت صادرات 26 دولة تعد الأقل نموا في أفريقيا -وذلك بنسبة 60%- من التعريفة الجمركية ابتداءً من أول يوليو/تموز الجاري. فيما تسعى للبحث عن فرص استحواذ على الموارد الأولية في البلدان المجاوروة لها.,1,aljazeera.net
"“مهنة الطب رغم أنها بتزرع فيك الإنسانية .. إلا إنك من خلالها بتعرف ناس مش بس منزوعي الإنسانية ، بل قد يكونو بلا قلب أصلاً !
هذا الطفل جاء مع والدته إلى عيادة الجراحة ليقوم الجراخ بتصويره و يكتشف أن والده قام باستخدام “دريل براغي ” و وضع برغي بحلق إبنه و يتسبب ب ثقب في أسفل الجمجمة
Basal skull fracture !
الطفل لحسن الحظ لم يتعرض لكسر كامل بل ثقب فقط وثقب #متقن ! منع تسرب السائل الدماغي من جمجمته !
الأم لم تعترف بما حصل ! والجراح مشكورا💓 إضطر لطمأنتها مؤقتاً بأن ما حدث هوه صدفة بحتيه حتى يتمكن من إجراء عملية وإزالة البرغي بالتعاون مع جراحة الأعصاب دون أن تهرب خفيةً ونفقد الولد للأبد !
وبعد ذلك سيتصرف بما يملي عليه ضميره مشكوراً كم افهمنا 💔 بل وقد تصرف فعلاً !هذه الدنيا فيها من الحيوانات ما يكفي لأن تكون غابة مقرفة يسكنها بعض البشر !
سامحوني على اللفظ 💔
للتأكد الحاله في مستشفى الكرك الحكومي قسم الجراحة منذ يومين 💔
#اخ_لوين_وصلنا💔”",0,fatabyyano
"الفقر أحيانا يصنع الابطال وفي اغلب الاحيان يصنع ظواهر الجريمة 
بائعة المسمن تحصد أول نقطة في البكالوريا على صعيد المغرب ،خديجة ابنة مدينة سلا و بالضبط حي القرية ترعرعت في عائلة فقيرة، فأبوها يعمل بائع النعناع من أجل دريهمات معدودة في اليوم اليوم هاهي اليوم ولله الحمد  صارت صاحبة أعلى معدل باكالوريا في المغرب و في زمن كورونا و زمن بكاء الطلبة على صعوبة الامتحانات ",0,misbar
"الشاب الامريكي مايكل الذي عرضت عليه شركة ميوزك 30 مليون دولار ليصدر لها البوم واحد بعد اعتزاله الغناء ودخوله الاسلام.. لكنه رفض..
استمعوا الى جمال صوته وهو يؤم المسلمين في احدى مساجد امريكا",0,fatabyyano
رغم معارضة الكثير من وجهاء وشيوخ محافظة الأنبار ونواب في البرلمان العراقي، أدرج اسم مليشيا الحشد الشعبي ضمن القوات الحكومية التي ستشارك في معارك استعادة مدينة الفلوجة.,1,aljazeera.net
وزير الخزانة الأمريكي جاك ليو يقول إن الولايات المتحدة ستصل إلى حدود السقف القانوني للديون في منتصف أكتوبر/تشرين الأول ويدعو الكونغرس لتجنب هذا الوضع.,1,bbc.com
فريق أرسنال يفوز في الدوري الانجليزي على ميدلسبره بهدفين لهدف ويبقي على آماله في احتلال إحدى المراكز الأربع الأولى المؤهلة للمنافسات الأوروبية.,1,bbc.com
اعلن وزير الخارجية الايراني علي أكبر صالحي قبيل استئناف المفاوضات بين اللجنة السداسية وطهران حول البرنامج النووي الايراني يوم الجمعة 13 ابريل/نيسان ان ايران تأمل باستعادة الثقة المتبادلة وتجاوز الخلافات من خلال المفاوضات.,1,arabic.rt.com
أقدم أحد مشجعي نادي ريال مدريد في رومانيا، على إضرام النار في منزله بعد خسارة فريقه المفضل لقاء الكلاسيكو الأخير أمام الغريم برشلونة، في منافسات الليغا.,1,arabic.rt.com
"أعلنت شركة دبي للبترول، السبت، عن حدوث تسرب للغاز في حقل ""فتح"" البحري في مياه دبي الإقليمية",1,arabic.cnn.com
"الله أكبر
الممثل الامريكي صاحب اكبر برج في المكسيك اعلن اسلامه في احد مساجد هولندا .
اسئلكم بالله اعملو مشاركة",0,fatabyyano
نجحت مضيفات طائرة تابعة لشركة طيران روسية في مساعدة مسافرة على وضع طفلها على متن الطائرة بعد مرور بعض الوقت على إقلاعها.,1,arabic.rt.com
"مع تزايد الحديث عن احتمالات عزل الرئيس الأميركي دونالد ترامب، نقلت شبكة ""سي.أن.أن"" عن مصدر -وصفته بالقريب من الرئيس- قوله إن ترامب أبدى خشيته من ""احتمال واقعي"" لمحاكمته في الكونغرس.",1,aljazeera.net
تعكف الأمم المتحدة حاليا على تحديد تعريف وتنظيم خاص للأسلحة الذاتية التحكم، فما يمكن للذكاء الاصطناعي أن يضيفه لهذه الروبوتات يقلق الباحثين والمنظمات غير الحكومية على حد سواء.,1,aljazeera.net
"المذيع محمد الوكيل وصف حملات المقاطعة الشعبية بأنها ""طعنة في خاصرة الوطن""",0,Akeed
تسببت الأمطار الطوفانية التي تهاطلت، مساء الخميس، على ولاية سطيف (شمال شرق الجزائر) لا سيما المناطق الجنوبية بوفاة شخص جرفته السيول كما خلفت خسائر مادية وشللا في حركة المرور.,1,arabic.rt.com
"حالة الرعب التي يعيشها السيسي جعلته لا يثق في وزراءه ، حتى رئيس الوزراء قبل اللقاء به يتم تفتيشه تفتيشا داتيا كما حاله في الصورة.
",0,misbar
"إعصار بحري (شاروق) في ميناء طرابلس لبنان.
",0,misbar
"كشفت قوات الأمن الإيرانية، عن تمكنها خلال الأيام الماضية، من تفكيك خلية ""إرهابية تخريبية"" واعتقال 3 عناصر كان لها دور كبير في ""أعمال الشغب الأخيرة"" أثناء المظاهرات.",1,arabic.rt.com
الطفلة المتوفاة تدعى جاكلين كال (7 أعوام) وتنتمي لمجموعة من المايا شمال غواتيمالا البلد الفقير في أمريكا الوسطى والذي ينتشر فيه العنف والفساد، وكانت جاكلين غادرت بصحبة والدها نيري كال البلاد في رحلة طويلة عبرا في نهايتها الحدود الجنوبية للولايات المتحدة من صحراء ولاية نيو مكسيكو.,1,arabic.euronews.com
قرر المدير العام لشركة فيسبوك مارك زوكربيرج طرح 41.4 مليون سهم للبيع بقيمة 2.3 مليار دولار في إطار عملية تهدف إلى بيع أكثر من 70 مليون سهم من أسهم الشركة.,1,arabic.rt.com
"كشفت ""وول ستريت جورنال"" عن مباحثات تدور بين إدارة الرئيس دونالد ترامب وإدارات عدد من الدول العربية لحشد حلف عسكري معاد لإيران يزود إسرائيل بالمعلومات الاستخباراتية.",1,arabic.rt.com
يلتقي الرئيس الأمريكي باراك أوباما العاهل الأردني الملك عبد الله الثاني في 17 من الشهر الجاري في واشنطن لمناقشة الأحداث الجارية في منطقة الشرق الأوسط إضافة الى موضوع إحلال السلام بين العرب وإسرائيل.,1,arabic.rt.com
"اختيار المهاجم رحيم سترلينغ ""لاعب العام الشاب"" في فريق ليفربول الانجليزي لكرة القدم، وذلك بعد 24 ساعة من تأكد رغبته في مغادرة النادي.",1,bbc.com
"وجهت إيران تحذيرات شديدة اللهجة قد تصل إلى حد التهديد لتركيا، بسبب ما وصفته بـ""سياساتها الخطيرة"" في سوريا والعراق، محذرة من أن الأزمة في البلدين قد تنتقل إلى أراضيها.",1,arabic.cnn.com
ربما يعرض هذا الفيديو أغرب صوت على الإطلاق يمكن سماعه من شخص نائم .,1,arabic.rt.com
"عاااجل : اللحظات الاخيرة في حياة الفنانة المصرية ميار الببلاوي في غرفة العـمليات وابنها يبـكي الجميع
",0,misbar
كشفت تقارير صحفية إيطالية أن نادي نادي ميلان الإيطالي مهتم بضم المهاجم القطري المعز علي، هداف بطولة الأمم الآسيوية الأخيرة التي أقيمت في الإمارات.,1,arabic.rt.com
"الرئيس الأميركي جو بايدن يحرج رئيس فرنسا أمام الجميع ويدافع عن الرسول محمد والإسلام.
",0,misbar
أضافت الولايات المتحدة الأمريكية الى إحتلالها للعراق عمليات تجسس على كبار المسؤولين فيه وبالاخص على رئيس الوزراء نوري المالكي، الأمر الذي أدى إلى ظهور بوادر أزمة سياسية بين واشنطن وبغداد .,1,arabic.rt.com
أطاحت التشيكية بيترا كفيتوفا بمنافستها الروسية أناساتاسيا بافلوتشينكوفا من الدور الثالث لدورة مدريد الدولية لتنس السيدات، البالغ مجموع جوائزها أكثر من 4 ملايين دولار.,1,arabic.rt.com
"هذه طائرة القائد العرمرم محرر القدس وهازم الفرنجة ،،المدعو اسماعيل هنية 
يمتلك طائرة خاصة وشعبنا يموت الجوع نتيجة للسطو على امواله وممتلكاته من قبل عصابات حماااس ،،
حسبنا الله ونعم الوكيل",0,misbar
قال مدير وكالة الاستخبارات المركزية الأميركية جورج تينت إن الرئيس العراقي صدام حسين يزداد ثقة بنفسه لقدرته على الاستمرار في السلطة، وادعى أنه يسعى إلى تحريك برامجه لإنتاج أسلحة الدمار الشامل الكيميائية والجرثومية.,1,aljazeera.net
فيديو صادم .. فضيحة تربوية في عمان : روضة تعلم الاطفال كيفية دخول الحيوان المنوي الى البويضة,0,Akeed
"أكدت وزارة الخارجية الكازاخستانية انطلاق المشاورات على مستوى الخبراء، قبيل الجولة السادسة من مفاوضات ""أستانا"" الخاصة بتثبيت الهدنة في سوريا وإقامة مناطق لتخفيف التوتر.",1,arabic.rt.com
"أفادت صحيفة ""نيويورك تايمز"" بأن قوات سوريا الديمقراطية ""قسد""، قد ألقت القبض الشهر الماضي على مذيع داعش الخفي الذي كان الدواعش يسجلون فيديوهاتهم بصوته ""الرخيم"" باللغة الإنجليزية.",1,arabic.rt.com
"صامويل إيتو: انصح محرز بمغادرة مانشستر سيتي فوراً، غوارديولا مدرب عنصري وخير دليل ما حدث لي مع برشلونة.
",0,misbar
"تصدت قوات البيشمركة الكردية بدعم من طيران التحالف الدولي لهجوم شنه تنظيم ""داعش"" مساء الثلاثاء جنوب غرب أربيل عاصمة إقليم كردستان العراق.",1,arabic.rt.com
انخفاض عدد حالات الوفاة المرتبطة بالحمل والولادة إلى حوالي النصف خلال السنوات الخمس والعشرين الماضية، وذلك بحسب تقرير للأمم المتحدة.,1,bbc.com
"أشارت دراسة قامت بها وكالة ""ماركيتر"" الامريكية ( Marketer) أن هناك تزايدا في نسبة الامريكيين الذين يستعملون الانترنت وتراجعا في استعمال التلفزيون.",1,arabic.rt.com
الصحف البريطانية الصادرة صباح الجمعة تتناول القضية الفلسطينية ومحاكمة المشاركين في الاحتجاجات على إعادة انتخاب محمود أحمدي نجاد في إيران واستعداد أوباما لإشراك طالبان في المستقبل السياسي لأفغانستان.,1,bbc.com
"اعتبر الرئيس التركي، رجب طيب أردوغان، أن الغرب يسعى لإنشاء حزام ""إرهابي"" على حدود تركيا مع سوريا، ووصف زيارته إلى روسيا يوم 23 بالمثمرة.",1,arabic.rt.com
"يقول علماء إن التعديل الجيني المثير للجدل، الذي أُجري على توأم في الصين، ربما يكون قد أثر ""دون قصد"" على دماغيهما.",1,arabic.rt.com
أعلن إمام جمعة مدينة سنندج شمال غرب إيران، محمد أمين راستي، أن عدد المساجد الخاصة بأهل السنة في إيران زاد إلى أكثر من أربعة اضعاف منذ بدء الثورة الإسلامية في أواخر السبعينيات.,1,arabic.rt.com
"أقر مجلس وزراء الخارجية للاتحاد الأوروبي يوم 31 يناير/كانون الثاني فرض عقوبات جديدة على بيلاروس بما في ذلك منع الرئيس البيلاروسي ألكسندر لوكاشينكو وعدد من مقربيه من دخول أراضي دول الاتحاد وتجميد أرصدتهم في البنوك الأوروبية. هذا وقد ذكرت مصادر مقربة من المجلس في وقت سابق أن ""القائمة السوداء"" هذه تضم 158 مسؤولا بيلاروسيا.",1,arabic.rt.com
"اتسعت رقعة الاحتجاجات المطالبة بالعدالة الاجتماعية في الولايات المتحدة لتصل مكاتب الكونغرس الامريكي، حيث اقام نشطاء في حركة ""احتلال وول ستريت"" اعتصامات داخل مبنى الكونغرس بالعاصمة واشنطن يوم الثلاثاء 6 ديسمبر/كانون الاول.",1,arabic.rt.com
"(رويترز) - نوبل إنرجي:
تعلن عن حل لتصدير غاز حقلي لوثيان وتمار الإسرائيليين عبر خط أنابيب إلى مصر.
نفذت عدة اتفاقات بما يسمح بنقل غاز",1,arabic.euronews.com
خروج جني من بين المصلين باالحرم النبوى,0,fatabyyano
"أكدت مصادر أردنية لـCNN الأربعاء، أن شخصاً تتهمه السلطات الفرنسية بالضلوع في هجوم شهده ""الحي اليهودي"" في باريس عام 1983، قد تم إلقاء القبض عليه في وقت سابق هذا الشهر، قبل أن يتم إخلاء سبيله بكفالة مالية، مع منعه من السفر، لحين النظر بأمر تسليمه.",1,arabic.cnn.com
قرر مجلس الوزراء السعودي، اليوم الاثنين، إنشاء أول هيئة حكومية مستقلة للصناعات العسكرية للإشراف على خطط طموحة تهدف تصنيع جزء من واردات السعودية من السلاح داخل المملكة.,1,arabic.rt.com
"وباء كورونا ينتشر فى المدارس المصرية لدرجة حدوث وفيات !!
الحكومة المصرية تتكتم على الأمر بدواعى تأثر الاقتصاد والسياحة !!!!",0,misbar
شارك عدد من النشطاء الحقوقيين والصحفيين في وقفة أمام وزارة العدل اليمنية، دعت إليها نقابة الصحفيين اليمنيين، احتجاجا على استمرار اعتقال الصحفي عبد الإله حيدر، الذي يقبع في السجن منذ أكثر من عامين.,1,aljazeera.net
احتفل الطفل السوري أحمد العيسى محمود، الذي فقد ساقه جراء الحرب في سوريا والذي نقل إلى موسكو للعلاج بعيد ميلاده الـ 13، وقدم له مسؤولون روس التهاني والهدايا.,1,arabic.rt.com
أفادت إدارة المفوض السامي للأمم المتحدة لشؤون اللاجئين يوم 17 مايو/أيار، بأن عدد اللاجئين السوريين في الدول المجاورة لسورية تجاوز 1.5 مليون شخص.,1,arabic.rt.com
السلطات الآذرية تستجوب مواطنين آذريين شاركوا في التصويت لصالح اغنية ارمنية في مسابقة يوروفيجن السنوية للغناء.,1,bbc.com
"خبير مائي: كسر في سدّ النهضة تسبّب في فيضانات السودان.
",0,misbar
اعتبر أمير قطر، الشيخ تميم بن حمد آل ثاني، أن  تراجع الالتزام بالمواثيق الدولية وحقوق الإنسان والاحترام المتبادل يمثل سببا أساسيا لتصاعد حدة الأزمات في الشرق الأوسط.,1,arabic.rt.com
"أشار الصحفي والمدون الشهير، مارك غورمان، إلى أن ""آبل"" تنوي إطلاق تحديثات جديدة لأنظمة تشغيل أجهزتها الإلكترونية قريبا.",1,arabic.rt.com
تناقلت وسائل التواصل الاجتماعي اليوم الأحد نبأ اختفاء الشاب السعودي سالم نافع الحربي في ظروف غامضة من مطار إسطنبول منذ 6 أيام أثناء موعدته إلى جدة برفقة والدته.,1,arabic.rt.com
استدعى مدرب المنتخب البرازيلي تيتي، مهاجم ريال مدريد الشاب فينيسيوس جونيور، للمرة الأولى إلى تشكيلة فريقه المدعوة لمواجهة بنما والتشيك في مباراتين وديتين استعدادا لكوبا أمريكا.,1,arabic.rt.com
"من سامح الخطيب
القاهرة (رويترز) - في أول أعمالها السينمائية تقدم المغنية التونسية غالية بنعلي دور الأم في فيلم (فتوى) الذي يتناول قضية التطرف الديني",1,arabic.euronews.com
شاشات السينما في السعودية تعرض أول فيلم بالبلاد منذ نحو أربعين عاما.,1,bbc.com
"هذه ""عائشة"" التي تحفظ كتاب الله تعالى مع أبيها ""خلوصي أكار"" وزير الدفاع التركي..
",0,misbar
"أكد نواب عراقيون تشكيل أول قوة مسيحية عراقية للمشاركة في قتال تنظيم ""الدولة الإسلامية""، وتحرير المناطق المسيحية في محافظة نينوى، التي سيطر عليها التنظيم.",1,arabic.rt.com
"خبر عاجل 
نزل علي السوق دواء قاتل خلال خمسه ايام اسمه بار سيتامول مهرب من اسرايل الى الاردن وسورية. عليكم الانتباه",0,misbar
قال إبراهيم قالن المتحدث باسم الرئيس التركي إن إسطنبول ستستضيف يوم 27 أكتوبر/تشرين الأول الجاري قمة تضم زعماء تركيا وروسيا وألمانيا وفرنسا لبحث الأزمة في سوريا، خصوصا الوضع في إدلب.,1,aljazeera.net
يزداد إعصار مايكل قوة، ومن المتوقع أن يصل إلى اليابسة اليوم الأربعاء كإعصار من الفئة الثالثة، وليس هناك رؤية أفضل للإعصار من تلك التي يوفرها الفضاء الهادئ.,1,arabic.rt.com
"يعقد اليوم زعماء فرنسا وبريطانيا والولايات المتحدة وألمانيا ودول أخرى مؤتمرا في لندن لبحث الوضع في ليبيا. وقد دعت فرنسا وبريطانيا أنصار العقيد معمر القذافي إلى التخلي عنه ""قبل فوات الأوان""، وطالبتا المعارضة ببدء حوار وطني.",1,aljazeera.net
نقلت وكالة نوفوستي الروسية عن مصدر عسكري دبلوماسي قوله إن أجهزة المراقبة رصدت دخانا كثيفا بالقرب من مخيم الركبان في سوريا، وأن الحديث هنا قد يدور عن إحراق جثث للاجئين.,1,arabic.rt.com
أعلن رئيس الوزراء الياباني شينزو آبي أنه سيلتقي مع الرئيس الروسي فلاديمير بوتين يوم 15 ديسمبر/ كانون الأول المقبل في محافظة ياماغوتشي باليابان.,1,arabic.rt.com
خلصت دراسة جديدة إلى أن مرضا نادرا هو سبب وفاة الإسكندر الأكبر (32 عاما) الذي رحل عام 323 قبل الميلاد. يشار إلى أنه لم يهُزم في أي معركة خاضها.,1,aljazeera.net
"وفاة ملك السعودية سلمان بن عبد العزيز، وتشييع جنازته.
",0,misbar
ايطاليا يدخلون الإسلام أفواجا بعد أن أعلن رئيسهم فقدان السيطرة على المرض,0,fatabyyano
"أعلن البيت الأبيض أن الرئيس دونالد ترامب، توصل إلى اتفاق مع شركة ""لوكهيد مارتن"" لشراء طائرات مقاتلة من الجيل الخامس طراز ""أف-35"" بسعر أقل من السابق.",1,arabic.rt.com
سقط الصاروخ التجريبي الذي أطلق من مطار بليسيتسك الفضائي الروسي في محيط المطار وليس على حي سكني في مقاطعة استرخان، كما قيل سابقا.,1,arabic.rt.com
بكين (رويترز) - قالت هوا تشون ينغ المتحدثة باسم وزارة الخارجية الصينية يوم الخميس إن بلادها ترفض أن تفرض أي دولة قوانينها المحلية على دول,1,arabic.euronews.com
تجاوزت الروسية ماريا شارابوفا عقبة مواطنتها داريا كاساتكينا، في الدور الثاني لبطولة مونتريال الكندية للتنس، البالغ مجموع جوائزها 2.5 مليون دولار، لتحجز مكانا في الدور الثالث.,1,arabic.rt.com
حذرت نقابة تجار المواد الغذائية بالأردن من موجة جديدة لارتفاع أسعار المواد الأساسية، في حين طالبت جمعية حماية المستهلك الحكومة بالتدخل لحماية المواطنين من هذه الموجة. وتترافق التحذيرات من موجة غلاء قادمة مع الارتفاع الكبير الذي تشهده الخضراوات الرئيسية في الأسواق الأردنية.,1,aljazeera.net
اكتفى الفريق الروسي بالميدالية البرونزية لسباق البياتلون للرباعي المختلط، وذلك، ضمن فعاليات دورة الألعاب العسكرية العالمية الشتوية 2017، المقامة حاليا في مدينة سوتشي الروسية.,1,arabic.rt.com
"طبيبا ترك هاتفا خلويا في بطن مريضة أجريت لها عملية جراحية في أحد المستشفيات العامة
إن المعلومات التي وردت لرؤيا أن السيدة كانت قد أجرت عملية جراحية في أحد المستشفيات ليتبين لاحقا ومن خلال صور الأشعة التي تم إجراؤها للمريضة في المستشفى الحكومي بأن مادة صلبة قد ظهرت في الصور ما دفع الأطباء لإدخالها المستشفى على عجل لإجراء اللازم. وقد تبين بحسب ما ورد لرؤيا بأن ما وجد داخل بطن المريضة جهاز خلوي",0,Akeed
أفاد مراسلنا في غزة اليوم الأربعاء، بأن صيادا فلسطينيا قتل في عرض البحر قبالة شاطئ غزة بعد إطلاق النار عليه من قبل زوارق حربية إسرائيلية.,1,arabic.rt.com
عقد في 5 فبراير/شباط الجاري في القاعة الذهبية للمركز الروسي للثقافة والعلوم لقاء دميتري كوراكوف القنصل العام لروسيا الاتحادية باعضاء الجالية الروسية المقيمين بشكل دائم في الاسكندرية.,1,arabic.rt.com
يتناول الناس كميات مختلفة من الماء، بينما ينصح الأطباء الأصحاء بتناول 1.5-3.0 لترات يوميا.,1,arabic.rt.com
"الجيش الروسي يقول إنه احاط الولايات المتحدة علما بأنه يعتقد ان المعارضة المسلحة في مدينة حلب السورية تستخدم ""مواد سامة""، وذلك تأكيدا لما قاله الاعلام السوري بأن القذائف التي تستخدمها المعارضة في قصف الاحياء التي تسيطر عليها الحكومة تحتوي على غاز سام.",1,bbc.com
أفادت مراسلة الجزيرة في فلسطين بأن جيش الاحتلال قتل فلسطينيا وأصاب آخر بجروح، على الحاجز العسكري المقام شمال مدينتي رام الله والبيرة قرب مستوطنة بيت إيل.,1,aljazeera.net
طالب الدكتور محمد البرادعي نائب الرئيس المصري السابق الحكومات العربية باستحضار التحديات الإقليمية والدولية، والتحرك سريعا من أجل إنقاذ المنطقة وشعوبها.,1,aljazeera.net
ترى صحيفة USA Today أن البرلماني والسياسي الروسي المعروف فياتشيسلاف نيكونوف وضع في أحد تصريحاته كافة الأوساط الاستخبارية الأمريكية محل السخرية والتهكم.,1,arabic.rt.com
توصلت دراسة أجراها معهد Eunice Kennedy Shriver National لصحة الأطفال، إلى أن الرجال الذين يشربون كوبين من القهوة أو الشاي في اليوم، تزداد لديهم فرص الإنجاب بمقدار الضعف.,1,arabic.rt.com
حققت تكنولوجيا الروبوتات تقدما واضحا، خاصة فيما يتعلق بأداء المهام البشرية الأساسية.,1,arabic.rt.com
"عُقد نهائي مسابقة موسكو الدولية لتلاوة القرآن، الأحد 25 سبتمبر/أيلول، في قاعة الاحتفالات الضخمة ""موسكو سيتي هول""، بمشاركة ممثلين عن أكثر من 30 دولة.",1,arabic.rt.com
"ياني يعزف موسيقى رأفت الهجان.
",0,misbar
نقل ميخائيل بوغدانوف المبعوث الخاص للرئيس الروسي نائب وزير الخارجية رسالة شفوية للرئيس الأسد من الرئيس فلاديمير بوتين تناولت الأوضاع في سورية والعلاقات الثنائية.,1,arabic.rt.com
"الرئيس النيجيري الجديد محمد بوخاري يصدر تحديا قويا لمسلحي حركة بوكو حرام المتشددة بقوله ""إن بوكو حرام ستعرف قريبا قوة ارادتنا الموحدة.""",1,bbc.com
لا يزال الاحتلال الإسرائيلي مستمرا في سياسة هدم منازل الفلسطينيين داخل أرضي 48 بحجة عدم الترخيص. وقد قررت لجنة المتابعة العليا لشؤون فلسطينيي الداخل تصعيد التصدي لما وصفوه بالتطهير العرقي الجاري بحق الوجود العربي خاصة في منطقة النقب.,1,aljazeera.net
#عاجل⭕دخول المتظاهرين الى داخل البيت الابيض وهروب جماعي لحكومة #ترامب,0,fatabyyano
شهدت بعض المناطق السورية الاحد 28 اكتوبر/تشرين الاول، في ثالث ايام الهدنة المعلنة وعيد الاضحى المبارك، شهدت خروقات تبادل الجانبان الاتهامات بالمسؤولية عنها .,1,arabic.rt.com
رصدت كاميرة RT مشاعر أهالي عدد من الأسرى الفلسطينيين الـ26 المقرر الإفراج عنهم الثلاثاء 29 أكتوبر/تشرين الأول.,1,arabic.rt.com
"عرضت روسكوسموس الصور الأولى لرائدي الفضاء الروسي، أليكسي أوفتشينين، والأمريكي، نيك هيغ، عقب هبوطهما بسلام في كازاخستان، إثر تعرض الصاروخ ""سويوز إم إس – 10"" لعطل فني اليوم.",1,arabic.rt.com
تعرض رئيس مجلس الوزراء السوداني وزير المالية معتز موسى لسيل عارم من الانتقادات اللاذعة لدى عودته أمس الجمعة مجددا للتدوين في حسابه على فيسبوك.,1,aljazeera.net
تنوي شركة مايكروسوفت الأمريكية اجتذاب نحو ملياري شخص من عشاق ألعاب الفيديو في العالم بتطويرها تقنيات رقمية جديدة.,1,arabic.rt.com
هاني أبو ريدة، رئيس الاتحاد المصري لكرة القدم، يقول إن الخلاف بين الاتحاد وبين محمد صلاح، اللاعب المصري المحترف في صفوف ليفربول الإنجليزي، انتهى بعد إزالة أسباب الخلاف بينهما.,1,bbc.com
دائرة المكافحة تدرج الجميد تحت قائمة الممنوعات إلى جانب الهيروين والكوكايين,0,Akeed
احتشد الآلاف من جماهير النادي الملكي وسط العاصمة الإسبانية مدريد، احتفالا بتتويج الريال بلقب دوري أبطال أوروبا للمرة الثالثة على التوالي والـ13 في تاريخه.,1,arabic.rt.com
"‏في المكسيك ، إذا وضعت العملات المعدنية ""من الأكبر للأصغر"" فوق بعض ستحصل على التقويم الفلكي لحضارة المايا في سوريا يكفيك عملة معدنية واحدة لتعرف من نهب وسرق البلد",0,fatabyyano
أصدرت هيئة المحلفين في محكمة بمدينة سان لويس بولاية ميسوري الأمريكية قرارا يعتبر منتجات شركة Johnson & Johnson الأمريكية مسببة للسرطان، وحكمت بدفع تعويض للمتضررين منها.,1,arabic.rt.com
أقال رئيس غينيا بيساو خواو برناردو فييرا حكومة منافسه السياسي كارلوس جوميز جونيور متعللا بالحاجة للحفاظ على الاستقرار والوحدة الوطنية.,1,aljazeera.net
أكدت القيادة العامة للجيش السوري أن طيران التحالف الدولي استهدف أمس مقرا لتنظيم داعش في قرية حطلة شرق دير الزور ما أدى لانفجار مستودع ضخم يحتوي على كمية كبيرة من المواد السامة.,1,arabic.rt.com
اعتقلت قوات الأمن الفلبينية اندونيسيا يشتبه بانتمائه إلى مؤيدي المسلحين الإسلاميين الذين سيطروا على أجزاء من جنوب مدينة مراوي,1,arabic.euronews.com
أكد نائب وزير الخارجية الروسي سيرغي ريابكوف أن المجموعة السداسية المختصة بالملف النووي الإيراني عرضت على طهران تخفيف ضغط العقوبات وعدم فرض عقوبات أممية جديدة مقابل تنازلات في برنامجها النووي.,1,arabic.rt.com
افتتح في جنيف المؤتمر الدولي لجمع المساعدات والتبرعات لتمويل خطة الاستجابة الإنسانية في اليمن الذي تقول الأمم المتحدة إنه يشهد الكارثة الإنسانية الأكبر على الإطلاق في الوقت الحالي.,1,bbc.com
قال وزير الطاقة الجزائري، مصطفى قيطوني، إن بلاده عازمة على تصدير الكهرباء، لدول عربية وإفريقية على غرار تونس، ليبيا، المغرب، مالي والنيجر وغيرها.,1,arabic.rt.com
لقي شخصان حتفهما وجرح خمسة اثر سقوط صاروخين على معسكر أقامه المعتصمون في ساحة التغيير في العاصمة اليمنية صنعاء، حسبما ذكر شهود عيان.,1,bbc.com
في تطور لافت، نقلت وسائل إعلام محلية عن وزير الخارجية التونسي خميس الجهيناوي قوله، إنه أعلم الجانب الإماراتي أن تونس ليست جزءا من الإمارات.,1,arabic.rt.com
وصلت الإثنين، إلى ميناء ناشيونال هاربور، نسخة طبق الأصل لطائرة بوينغ 747، وهي نسخة طبق الأصل للطائرة التي يستخدمها الرؤساء الأمريكيون.,1,arabic.euronews.com
ظهرت دعوات في عدد من الدول العربية لمقاطعة المنتجات الروسية والصينية، بعد استخدام روسيا والصين حق النقض (الفيتو) في مجلس الأمن يوم الجمعة الماضي ضد قرار بفرض عقوبات على النظام السوري. فما هي المصالح التجارية الروسية والصينية في الدول العربية؟,1,aljazeera.net
"أعلنت شركة Stratolaunch التي يملكها الملياردير والشريك المؤسس لمايكروسوفت، بول ألن، أنها تستطيع اختبار أكبر طائرة في العالم خلال ""هذا الخريف"".",1,arabic.rt.com
أصدر السلطان قابوس بن سعيد سلطان عمان عفوا عن جميع الناشطين المحكوم عليهم بالسجن بتهم من بينها إهانة السلطان والمشاركة في الاحتجاجات المطالبة بالإصلاح عام 2011.,1,aljazeera.net
تنظيم داعش يعلن وقف جميع العمليات الإرهابية لحين الانتهاء من مواجهة فيروس كورونا.,0,misbar
أوقف فريق دينامو سلسلة انتصارات منافسه فريق تسيسكا التي دامت خمس مباريات متواصلة، بتحقيقه التعادل السلبي في مباراة الجولة 24 من بطولة الدوري الروسي لكرة القدم.,1,arabic.rt.com
"تدخل سريع من بوتين مع أحد حراسه أمام الكاميرات!
كاد أن يمنع سكان سان بطرسبورغ من مصافحة الرئيس",1,arabic.rt.com
واصلت الليرة التركية انخفاضها لتصل إلى مستويات قياسية جديدة مقابل الدولار واليورو وسط الخلاف الدبلوماسي مع الولايات المتحدة ومخاوف بشأن السياسة الاقتصادية المحلية.,1,arabic.rt.com
سجل مؤشر البورصة المصرية “إي جي اكس ثيرتي” هبوطا في نهاية التعاملات بأكثر من 1.4%  وذلك بعد عمليات البيع التي أقدم عليها المستثمرون المصريون  والعرب على خلفية الإضطرابات الأمنية و السياسية التي تعيشها البلاد.,1,arabic.rt.com
